activity_id,name,cluster_id,category,subcategory,data_status,romantic_score,authentic_score,duration_min,area,payload_json
PFO-A095,Blue Lagoon Sunset Cruise – Blue Diamond Latchi,C05,Sea & Beach,Sunset Cruise,Verified,10,,180,Latchi / Akamas,"{""Activity_ID"": ""PFO-A095"", ""Activity_Name"": ""Blue Lagoon Sunset Cruise – Blue Diamond Latchi"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Sunset Cruise"", ""District"": ""Paphos"", ""Area"": ""Latchi / Akamas"", ""Full_Address_or_Access_Point"": ""Departure: Latchi Harbour, Latchi Polis, Cyprus 8840"", ""Website"": ""https://www.bluediamondlatchi.com/"", ""Phone"": ""+357 97 754 144"", ""Opening_Days"": ""Seasonal marine operation; confirm specific sailing date"", ""Opening_Hours"": ""17:00–20:00"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""€€"", ""Booking_Required"": ""Yes"", ""Heatwave_Suitable"": ""Conditional"", ""Romantic_Score_1_10"": 10, ""Weather_Sensitivity"": ""Strongly weather/sea dependent"", ""Source_Primary"": ""https://www.bluediamondlatchi.com/"", ""Source_Secondary"": ""https://www.bluediamondlatchi.com/contact/"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Beaches_Sea"", ""Source_Record_ID"": ""MASTER:PFO-A095"", ""Notes"": ""High-priority romantic sea experience; check actual sunset and sailing date."", ""Parsed_Open_Time"": 0.7083333333333334, ""Parsed_Close_Time"": 0.8333333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 17:00 to 20:00. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A096,Private Akamas / Blue Lagoon Charter – Latchi Blue Lagoon Charters,C05,Sea & Beach,Private Charter,Verified,10,,180,Latchi / Akamas,"{""Activity_ID"": ""PFO-A096"", ""Activity_Name"": ""Private Akamas / Blue Lagoon Charter – Latchi Blue Lagoon Charters"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Private Charter"", ""District"": ""Paphos"", ""Area"": ""Latchi / Akamas"", ""Full_Address_or_Access_Point"": ""Departure: Latchi Harbour, Polis Chrysochous, Paphos"", ""Website"": ""https://latchibluelagooncharters.com/cruises/"", ""Opening_Days"": ""By reservation; seasonal/weather dependent"", ""Opening_Hours"": ""Typical departures published: 10:20 or 15:30"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""€€€€"", ""Booking_Required"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Weather_Sensitivity"": ""Private charter subject to weather/sea and vessel availability"", ""Source_Primary"": ""https://latchibluelagooncharters.com/cruises/"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Beaches_Sea"", ""Source_Record_ID"": ""MASTER:PFO-A096"", ""Notes"": ""Private route may include Baths of Aphrodite, Saint George’s Island, Manolis Sea Caves, Blaji Bay and Fontana Amorosa."", ""Parsed_Open_Time"": 0.4305555555555556, ""Parsed_Close_Time"": 0.6458333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 10:20 to 15:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A097,Laourou Beach,C03,Sea & Beach,Beach,Verified,8,,90,Pegeia,"{""Activity_ID"": ""PFO-A097"", ""Activity_Name"": ""Laourou Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Beach"", ""District"": ""Paphos"", ""Area"": ""Pegeia"", ""Full_Address_or_Access_Point"": ""Laourou Beach, Pegeia, Paphos"", ""Latitude"": 34.947941, ""Longitude"": 32.313164, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/sun-sea/beaches/laourou-beach-blue-flag/"", ""Opening_Days"": ""Beach accessible year-round; lifeguards Apr–Oct"", ""Opening_Hours"": ""Daylight; lifeguard season Apr–Oct"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Weather_Sensitivity"": ""Sea/weather conditions may vary"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/sun-sea/beaches/laourou-beach-blue-flag/"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Beaches_Sea"", ""Source_Record_ID"": ""MASTER:PFO-A097"", ""Notes"": ""Golden sand, calm clean water, organised facilities and water sports."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A098,Coral Bay Beach,C03,Sea & Beach,Beach,Verified,9,,120,Pegeia / Coral Bay,"{""Activity_ID"": ""PFO-A098"", ""Activity_Name"": ""Coral Bay Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Beach"", ""District"": ""Paphos"", ""Area"": ""Pegeia / Coral Bay"", ""Full_Address_or_Access_Point"": ""Coral Bay Beach, Pegeia, Paphos"", ""Latitude"": 34.854982, ""Longitude"": 32.368063, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/sun-sea/beaches/coral-bay-beach-blue-flag/"", ""Opening_Days"": ""Beach accessible year-round; lifeguards Apr–Oct"", ""Opening_Hours"": ""Daylight; lifeguard season Apr–Oct"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Weather_Sensitivity"": ""Sea conditions may vary; organised beach with water sports"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/sun-sea/beaches/coral-bay-beach-blue-flag/"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Beaches_Sea"", ""Source_Record_ID"": ""MASTER:PFO-A098"", ""Notes"": ""Blue Flag beach; calm/shallow water, sunbeds, umbrellas, showers and water sports."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A099,Polis Chrysochous Municipal Beach,C05,Sea & Beach,Beach,Verified,8,,120,Polis Chrysochous,"{""Activity_ID"": ""PFO-A099"", ""Activity_Name"": ""Polis Chrysochous Municipal Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Beach"", ""District"": ""Paphos"", ""Area"": ""Polis Chrysochous"", ""Full_Address_or_Access_Point"": ""Municipal Beach, Polis Chrysochous, Paphos"", ""Latitude"": 35.039105, ""Longitude"": 32.404179, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/sun-sea/beaches/polis-chrysochous-municipal-beach-blue-flag/"", ""Opening_Days"": ""Beach accessible year-round; lifeguards Apr–Oct"", ""Opening_Hours"": ""Daylight; lifeguard season Apr–Oct"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Weather_Sensitivity"": ""Generally calm; standard sea/weather variability"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/sun-sea/beaches/polis-chrysochous-municipal-beach-blue-flag/"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Beaches_Sea"", ""Source_Record_ID"": ""MASTER:PFO-A099"", ""Notes"": ""Organised beach with water sports, restaurants and Seatrac accessibility."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A100,Akrotiri Pomou – Koskinas Beach,C06,Sea & Beach,Beach / NW Coast,Verified,9,8,90,Pomos,"{""Activity_ID"": ""PFO-A100"", ""Activity_Name"": ""Akrotiri Pomou – Koskinas Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Beach / NW Coast"", ""District"": ""Paphos"", ""Area"": ""Pomos"", ""Full_Address_or_Access_Point"": ""Akrotiri Pomou – Koskinas, Pomos, Paphos"", ""Website"": ""https://www.visitcyprus.com/wp-content/uploads/2025/06/ACCESSIBLE-BEACHES-2025_EN-1.pdf"", ""Opening_Days"": ""Beach accessible seasonally/year-round depending weather"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 8, ""Couple_Style"": ""Relaxed"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea/weather conditions"", ""Accessibility_or_Access_Notes"": ""Floating-wheelchair accessibility listed in official 2025 accessible-beaches guide"", ""Source_Primary"": ""https://www.visitcyprus.com/wp-content/uploads/2025/06/ACCESSIBLE-BEACHES-2025_EN-1.pdf"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/?page_id=8513"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A100"", ""Notes"": ""Adds far-NW beach coverage to the romantic planner."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A101,Cycling Route 2 – Diarizos Valley,C02,Sport & Active,Road Cycling,Verified,8,10,420,Diarizos Valley,"{""Activity_ID"": ""PFO-A101"", ""Activity_Name"": ""Cycling Route 2 – Diarizos Valley"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Road Cycling"", ""District"": ""Paphos"", ""Area"": ""Diarizos Valley"", ""Full_Address_or_Access_Point"": ""Pafos–Acheleia–Timi–Anarita–Diarizos–Agios Nikolaos–Arsos–Dora–Kouklia–Pafos"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 420, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Active"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Heat/traffic dependent"", ""Accessibility_or_Access_Notes"": ""105 km; +1560 m"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A101"", ""Notes"": ""Official route."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A102,Elea Golf Club,C02,Sport & Active,Golf / Golf Academy,Verified,9,6,240,Geroskipou / Elea,"{""Activity_ID"": ""PFO-A102"", ""Activity_Name"": ""Elea Golf Club"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Golf / Golf Academy"", ""District"": ""Paphos"", ""Area"": ""Geroskipou / Elea"", ""Full_Address_or_Access_Point"": ""1 Eleon Avenue, 8310 Geroskipou, Paphos"", ""Website"": ""https://eleaestate.com/"", ""Phone"": ""+357 26 202001"", ""Opening_Days"": ""Daily"", ""Opening_Hours"": ""Course from 07:30; clubhouse/shop seasonal"", ""Typical_Duration_Min"": 240, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 6, ""Couple_Style"": ""Active / Luxury"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Weather dependent"", ""Accessibility_or_Access_Notes"": ""Par 71 Sir Nick Faldo-designed course"", ""Source_Primary"": ""https://eleaestate.com/contact/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/be-sporty/golf/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A102"", ""Notes"": ""One of four signature Pafos courses."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""Only one explicit time found (07:30); cannot establish full operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A103,Aphrodite Hills Golf Course & PGA National Academy,C02,Sport & Active,Golf / Golf Academy,Verified,9,7,120,Kouklia / Aphrodite Hills,"{""Activity_ID"": ""PFO-A103"", ""Activity_Name"": ""Aphrodite Hills Golf Course & PGA National Academy"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Golf / Golf Academy"", ""District"": ""Paphos"", ""Area"": ""Kouklia / Aphrodite Hills"", ""Full_Address_or_Access_Point"": ""3 Aphrodite Avenue, Kouklia 8509, Paphos"", ""Website"": ""https://www.aphroditehills.com/golf/academy/"", ""Phone"": ""+357 26 828219"", ""Opening_Days"": ""By booking"", ""Opening_Hours"": ""Schedules by booking"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 7, ""Couple_Style"": ""Active / Luxury"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Weather dependent"", ""Accessibility_or_Access_Notes"": ""PGA coaching; beginners welcome"", ""Source_Primary"": ""https://www.aphroditehills.com/golf/academy/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/be-sporty/golf/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A103"", ""Notes"": ""Official PGA academy and golf facility."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""Operator confirmation/booking required; no safe automatic time window."", ""Time_Slot_Usable"": ""No""}"
PFO-A104,Cycling Route 4 – Aphrodite's Birthplace,C02,Sport & Active,Road / Trekking Cycling,Verified,10,10,240,Kouklia / Petra tou Romiou,"{""Activity_ID"": ""PFO-A104"", ""Activity_Name"": ""Cycling Route 4 – Aphrodite's Birthplace"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Road / Trekking Cycling"", ""District"": ""Paphos"", ""Area"": ""Kouklia / Petra tou Romiou"", ""Full_Address_or_Access_Point"": ""Pafos–Timi–Anarita–Petra tou Romiou–Pafos"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 240, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Active / Romantic"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Heat/traffic dependent"", ""Accessibility_or_Access_Notes"": ""64 km; easy to moderate"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A104"", ""Notes"": ""Aphrodite-themed official route."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A105,Secret Valley Golf Club,C02,Sport & Active,Golf,Verified,9,6,240,Kouklia / Secret Valley,"{""Activity_ID"": ""PFO-A105"", ""Activity_Name"": ""Secret Valley Golf Club"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Golf"", ""District"": ""Paphos"", ""Area"": ""Kouklia / Secret Valley"", ""Full_Address_or_Access_Point"": ""Secret Valley Golf Club, Kouklia 8510, Paphos"", ""Website"": ""https://www.secretvalleygolfresort.com/"", ""Phone"": ""+357 26 274000"", ""Opening_Days"": ""By booking"", ""Opening_Hours"": ""Tee time by booking"", ""Typical_Duration_Min"": 240, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 6, ""Couple_Style"": ""Active / Scenic"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Weather dependent"", ""Accessibility_or_Access_Notes"": ""18-hole championship course"", ""Source_Primary"": ""https://www.visitpafos.org.cy/be-sporty/golf/"", ""Source_Secondary"": ""https://www.secretvalleygolfresort.com/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A105"", ""Notes"": ""Officially promoted signature golf course."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""Operator confirmation/booking required; no safe automatic time window."", ""Time_Slot_Usable"": ""No""}"
PFO-A106,Eagle Mountain Ranch Horse Trek,C08,Sport & Active,Horse Riding,Verified,10,8,90,Mesogi,"{""Activity_ID"": ""PFO-A106"", ""Activity_Name"": ""Eagle Mountain Ranch Horse Trek"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Horse Riding"", ""District"": ""Paphos"", ""Area"": ""Mesogi"", ""Full_Address_or_Access_Point"": ""34 Evagora Pallikaride, Mesogi 8280, Paphos"", ""Website"": ""https://www.horseridingpaphos.com/"", ""Phone"": ""+357 96 589824 / +357 96 510450"", ""Opening_Days"": ""By reservation"", ""Opening_Hours"": ""Ride times by booking"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 8, ""Couple_Style"": ""Adventure / Romantic"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Heat/weather sensitive"", ""Accessibility_or_Access_Notes"": ""Height/weight/riding experience requested"", ""Source_Primary"": ""https://www.horseridingpaphos.com/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/wedding-bliss/fun-relaxing/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A106"", ""Notes"": ""Official operator; 1.5 h / 2 h treks."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""Operator confirmation/booking required; no safe automatic time window."", ""Time_Slot_Usable"": ""No""}"
PFO-A107,Cycling Route 3 – Panagia & Vineyards,C09,Sport & Active,Road Cycling,Verified,9,10,360,Panagia / Statos–Agios Fotios,"{""Activity_ID"": ""PFO-A107"", ""Activity_Name"": ""Cycling Route 3 – Panagia & Vineyards"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Road Cycling"", ""District"": ""Paphos"", ""Area"": ""Panagia / Statos–Agios Fotios"", ""Full_Address_or_Access_Point"": ""Pafos–Panagia–Statos-Agios Fotios–Choulou–Letymbou–Tsada–Pafos"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 360, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Active"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Heat/traffic dependent"", ""Accessibility_or_Access_Notes"": ""80 km; +1760 m"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A107"", ""Notes"": ""Official mountain/vineyard route."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A108,Cycling Route 6 – Pegeia to Akamas,C03,Sport & Active,Mountain Biking,Verified,9,10,330,Pegeia–Akamas–Polis,"{""Activity_ID"": ""PFO-A108"", ""Activity_Name"": ""Cycling Route 6 – Pegeia to Akamas"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Mountain Biking"", ""District"": ""Paphos"", ""Area"": ""Pegeia–Akamas–Polis"", ""Full_Address_or_Access_Point"": ""Pegeia–Akamas–Fontana Amorosa–Polis"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 330, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Adventure"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Remote/high difficulty/heat"", ""Accessibility_or_Access_Notes"": ""53.6 km; +720 m"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A108"", ""Notes"": ""Includes Sea Caves, EDRO III, Avakas and Lara."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A109,Cycling Route 1 – Panorama & Countryside,C03,Sport & Active,Road Cycling,Verified,9,10,300,Pegeia–Kathikas–Droushia–Polemi–Tsada,"{""Activity_ID"": ""PFO-A109"", ""Activity_Name"": ""Cycling Route 1 – Panorama & Countryside"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Road Cycling"", ""District"": ""Paphos"", ""Area"": ""Pegeia–Kathikas–Droushia–Polemi–Tsada"", ""Full_Address_or_Access_Point"": ""Official circular Pafos route"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 300, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Active"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Heat/traffic dependent"", ""Accessibility_or_Access_Notes"": ""77 km; +1260 m; challenging"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A109"", ""Notes"": ""Official route."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A110,Cycling Route 7 – Polis–Argaka–Pomos–Gialia,C05,Sport & Active,Coastal Cycling,Verified,9,9,210,Polis / Argaka / Pomos / Gialia,"{""Activity_ID"": ""PFO-A110"", ""Activity_Name"": ""Cycling Route 7 – Polis–Argaka–Pomos–Gialia"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Coastal Cycling"", ""District"": ""Paphos"", ""Area"": ""Polis / Argaka / Pomos / Gialia"", ""Full_Address_or_Access_Point"": ""Polis–Argaka–Pomos–Gialia–Polis"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 210, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 9, ""Couple_Style"": ""Active / Relaxed"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Traffic/heat"", ""Accessibility_or_Access_Notes"": ""42.6 km; +300 m; low difficulty"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A110"", ""Notes"": ""Official far-NW coastal route."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
